org_name,merchant_name,mcc,address,geo_coordinates,org_description,link
Aerolineas Argentinas, AEROLINEAS  0000019312,3030,no address,no coordinates," Aerolíneas Argentinas — крупнейшая в Аргентине и одна из ведущих южноамериканских компаний-перевозчиков. Штаб-квартира авиакомпании находится в Буэнос-Айресе. У компании имеются дочерние подразделения: Aerohandling, Aerolíneas Argentinas Cargo, Austral Líneas Aéreas, JetPaq S.A., Optar S.A.",https://merchantpoint.ru/brand/1
Aerolineas Argentinas, AEROLINEAS  0000019258,3030,no address,no coordinates," Aerolíneas Argentinas — крупнейшая в Аргентине и одна из ведущих южноамериканских компаний-перевозчиков. Штаб-квартира авиакомпании находится в Буэнос-Айресе. У компании имеются дочерние подразделения: Aerohandling, Aerolíneas Argentinas Cargo, Austral Líneas Aéreas, JetPaq S.A., Optar S.A.",https://merchantpoint.ru/brand/1
Aerolineas Argentinas, AEROLINEAS  0000019073000,3030,no address,no coordinates," Aerolíneas Argentinas — крупнейшая в Аргентине и одна из ведущих южноамериканских компаний-перевозчиков. Штаб-квартира авиакомпании находится в Буэнос-Айресе. У компании имеются дочерние подразделения: Aerohandling, Aerolíneas Argentinas Cargo, Austral Líneas Aéreas, JetPaq S.A., Optar S.A.",https://merchantpoint.ru/brand/1
Aerolineas Argentinas, AEROLINEAS  0000019311000,3030,no address,no coordinates," Aerolíneas Argentinas — крупнейшая в Аргентине и одна из ведущих южноамериканских компаний-перевозчиков. Штаб-квартира авиакомпании находится в Буэнос-Айресе. У компании имеются дочерние подразделения: Aerohandling, Aerolíneas Argentinas Cargo, Austral Líneas Aéreas, JetPaq S.A., Optar S.A.",https://merchantpoint.ru/brand/1
Aerolineas Argentinas, AERO ARGENT 0442141660215,3030,no address,no coordinates," Aerolíneas Argentinas — крупнейшая в Аргентине и одна из ведущих южноамериканских компаний-перевозчиков. Штаб-квартира авиакомпании находится в Буэнос-Айресе. У компании имеются дочерние подразделения: Aerohandling, Aerolíneas Argentinas Cargo, Austral Líneas Aéreas, JetPaq S.A., Optar S.A.",https://merchantpoint.ru/brand/1
Aeromexico, AEROMEXICO  1392113431929,3076,no address,no coordinates," AeroMéxico, Aerovías de México, S.A. de C.V. — мексиканская авиакомпания, одна из четырёх компаний-основателей авиационного альянса пассажирских перевозок SkyTeam. Базовый аэропорт — Международный аэропорт Мехико, Мексика.",https://merchantpoint.ru/brand/1
Aeromexico, AEROMEXICO  1391505396693,3076,no address,no coordinates," AeroMéxico, Aerovías de México, S.A. de C.V. — мексиканская авиакомпания, одна из четырёх компаний-основателей авиационного альянса пассажирских перевозок SkyTeam. Базовый аэропорт — Международный аэропорт Мехико, Мексика.",https://merchantpoint.ru/brand/1
Aeromexico, AEROMEXICO  1392110224064,3076,no address,no coordinates," AeroMéxico, Aerovías de México, S.A. de C.V. — мексиканская авиакомпания, одна из четырёх компаний-основателей авиационного альянса пассажирских перевозок SkyTeam. Базовый аэропорт — Международный аэропорт Мехико, Мексика.",https://merchantpoint.ru/brand/1
Aeromexico, AEROMEXI AEROMEXICO AR,3076,no address,no coordinates," AeroMéxico, Aerovías de México, S.A. de C.V. — мексиканская авиакомпания, одна из четырёх компаний-основателей авиационного альянса пассажирских перевозок SkyTeam. Базовый аэропорт — Международный аэропорт Мехико, Мексика.",https://merchantpoint.ru/brand/1
Aeromexico, AEROMEXICO  1395588033154,3076,no address,no coordinates," AeroMéxico, Aerovías de México, S.A. de C.V. — мексиканская авиакомпания, одна из четырёх компаний-основателей авиационного альянса пассажирских перевозок SkyTeam. Базовый аэропорт — Международный аэропорт Мехико, Мексика.",https://merchantpoint.ru/brand/1
Air Algerie, AIR ALGERIE,3021,no address,no coordinates," «Air Algerie» — национальный перевозчик Алжира. Базируется в Алжире. «Air Algerie» осуществляет регулярные рейсы в 39 городов в 28 странах Европы, Северной Америки, Африки и Среднего Востока. Внутренние рейсы осуществляются в 32 аэропорта. «Air Algerie» на данный момент проходит процедуру вступления в альянс SkyTeam.",https://merchantpoint.ru/brand/1
Air Arabia, AIR ARABIA SPAIN,3236,no address,no coordinates," Air Arabia — арабская бюджетная авиакомпания со штаб-квартирой в городе Шарджа, работающая на рынке пассажирских перевозок из аэропортов Шарджи и Александрии, а также из четырёх аэропортов в Марокко, в страны Ближнего Востока, Юго-Восточной Азии, Европы и СНГ.",https://merchantpoint.ru/brand/1
Air Arabia, AIR ARABIA  A AIR ARABIA,3236,no address,no coordinates," Air Arabia — арабская бюджетная авиакомпания со штаб-квартирой в городе Шарджа, работающая на рынке пассажирских перевозок из аэропортов Шарджи и Александрии, а также из четырёх аэропортов в Марокко, в страны Ближнего Востока, Юго-Восточной Азии, Европы и СНГ.",https://merchantpoint.ru/brand/1
Air Arabia, Air Arabia France,4511,no address,no coordinates," Air Arabia — арабская бюджетная авиакомпания со штаб-квартирой в городе Шарджа, работающая на рынке пассажирских перевозок из аэропортов Шарджи и Александрии, а также из четырёх аэропортов в Марокко, в страны Ближнего Востока, Юго-Восточной Азии, Европы и СНГ.",https://merchantpoint.ru/brand/1
Air Arabia, AIR ARABIA PJSC - EGY,3236,no address,no coordinates," Air Arabia — арабская бюджетная авиакомпания со штаб-квартирой в городе Шарджа, работающая на рынке пассажирских перевозок из аэропортов Шарджи и Александрии, а также из четырёх аэропортов в Марокко, в страны Ближнего Востока, Юго-Восточной Азии, Европы и СНГ.",https://merchantpoint.ru/brand/1
Air Arabia, AIR ARABIA ITALY,3236,no address,no coordinates," Air Arabia — арабская бюджетная авиакомпания со штаб-квартирой в городе Шарджа, работающая на рынке пассажирских перевозок из аэропортов Шарджи и Александрии, а также из четырёх аэропортов в Марокко, в страны Ближнего Востока, Юго-Восточной Азии, Европы и СНГ.",https://merchantpoint.ru/brand/1
Air California, AIR CALIFORNIA ADVENTURE,7999,no address,no coordinates," Air California — местная авиакомпания, созданная в 1966 году бизнесменами из Ньюпорт-Бич для выполнения воздушного сообщения округа Ориндж с остальными крупными городами Калифорнии. Базировалась в основном аэропорту округа близ Санта-Аны.",https://merchantpoint.ru/brand/1
Air California, California Airways,7999,no address,no coordinates," Air California — местная авиакомпания, созданная в 1966 году бизнесменами из Ньюпорт-Бич для выполнения воздушного сообщения округа Ориндж с остальными крупными городами Калифорнии. Базировалась в основном аэропорту округа близ Санта-Аны.",https://merchantpoint.ru/brand/1
Air Canada, AIR CAN*    0142120123387,3009,no address,no coordinates," Air Canada — крупнейшая канадская авиакомпания, один из членов-основателей альянса Star Alliance. Штаб-квартира авиакомпании находится в городе Монреаль. Air Canada осуществляет регулярные и чартерные авиаперевозки пассажиров и грузов по 207 направлениям по всему миру.",https://merchantpoint.ru/brand/1
Air Canada, AIR CAN*    0143481570756,3009,no address,no coordinates," Air Canada — крупнейшая канадская авиакомпания, один из членов-основателей альянса Star Alliance. Штаб-квартира авиакомпании находится в городе Монреаль. Air Canada осуществляет регулярные и чартерные авиаперевозки пассажиров и грузов по 207 направлениям по всему миру.",https://merchantpoint.ru/brand/1
Air Canada, AIR CAN* 0143697327492,3009,no address,no coordinates," Air Canada — крупнейшая канадская авиакомпания, один из членов-основателей альянса Star Alliance. Штаб-квартира авиакомпании находится в городе Монреаль. Air Canada осуществляет регулярные и чартерные авиаперевозки пассажиров и грузов по 207 направлениям по всему миру.",https://merchantpoint.ru/brand/1
Air Canada, AIR CAN*    0142122669278,3009,no address,no coordinates," Air Canada — крупнейшая канадская авиакомпания, один из членов-основателей альянса Star Alliance. Штаб-квартира авиакомпании находится в городе Монреаль. Air Canada осуществляет регулярные и чартерные авиаперевозки пассажиров и грузов по 207 направлениям по всему миру.",https://merchantpoint.ru/brand/1
Air Canada, AIR CAN*    0142116592749,3009,no address,no coordinates," Air Canada — крупнейшая канадская авиакомпания, один из членов-основателей альянса Star Alliance. Штаб-квартира авиакомпании находится в городе Монреаль. Air Canada осуществляет регулярные и чартерные авиаперевозки пассажиров и грузов по 207 направлениям по всему миру.",https://merchantpoint.ru/brand/1
Air China, AIR CHINA   9996011317924,3261,no address,no coordinates, Авиакомпания,https://merchantpoint.ru/brand/1
Air China, AIR CHINA   9994794010349,3261,no address,no coordinates, Авиакомпания,https://merchantpoint.ru/brand/1
Air China, AIR CHINA   9996011202675,3261,no address,no coordinates, Авиакомпания,https://merchantpoint.ru/brand/1
Air China, AIR CHINA   9993136807214,3261,no address,no coordinates, Авиакомпания,https://merchantpoint.ru/brand/1
Air China, AIR CHINA   9993137518574,3261,no address,no coordinates, Авиакомпания,https://merchantpoint.ru/brand/1
Air India, AIR INDIA LTD(NPR),3020,no address,no coordinates," Air India Limited — авиакомпания, флагманский перевозчик Индии, осуществляющая пассажирские и грузовые авиаперевозки внутри страны и за её пределами. Авиакомпания принадлежит государству, управляется National Aviation Company of India Limited, созданной в 2007 году для содействия слиянию Air India с Indian Airlines",https://merchantpoint.ru/brand/1
Air India, AIR INDIA LTD (AED),3020,no address,no coordinates," Air India Limited — авиакомпания, флагманский перевозчик Индии, осуществляющая пассажирские и грузовые авиаперевозки внутри страны и за её пределами. Авиакомпания принадлежит государству, управляется National Aviation Company of India Limited, созданной в 2007 году для содействия слиянию Air India с Indian Airlines",https://merchantpoint.ru/brand/1
Air India, AIR INDIA LTD (CHF),3020,no address,no coordinates," Air India Limited — авиакомпания, флагманский перевозчик Индии, осуществляющая пассажирские и грузовые авиаперевозки внутри страны и за её пределами. Авиакомпания принадлежит государству, управляется National Aviation Company of India Limited, созданной в 2007 году для содействия слиянию Air India с Indian Airlines",https://merchantpoint.ru/brand/1
Air India, AIR INDIA LTD (HKD),3020,no address,no coordinates," Air India Limited — авиакомпания, флагманский перевозчик Индии, осуществляющая пассажирские и грузовые авиаперевозки внутри страны и за её пределами. Авиакомпания принадлежит государству, управляется National Aviation Company of India Limited, созданной в 2007 году для содействия слиянию Air India с Indian Airlines",https://merchantpoint.ru/brand/1
Air India, Air India,3020,no address,no coordinates," Air India Limited — авиакомпания, флагманский перевозчик Индии, осуществляющая пассажирские и грузовые авиаперевозки внутри страны и за её пределами. Авиакомпания принадлежит государству, управляется National Aviation Company of India Limited, созданной в 2007 году для содействия слиянию Air India с Indian Airlines",https://merchantpoint.ru/brand/1
Air Lanka, AIR LANKA,3044,no address,no coordinates," SriLankan Airlines Limited — национальная авиакомпания Шри-Ланки. Выполняет рейсы в Азию и Европу со своей базы международного аэропорта Бандаранаике в крупнейшем городе Шри-Ланки Коломбо. Штаб-квартира авиакомпании находится в международном аэропорту Бандаранаике в Катунаяке, Шри-Ланка.",https://merchantpoint.ru/brand/1
Air Malta, AIRMALTA64331944800189,3028,no address,no coordinates," Air Malta — мальтийская авиакомпания. Базируется на Мальте, в муниципалитете Лука, в Международном аэропорту Мальты. Осуществляет рейсы по 39 направлениям в Европу и Северную Африку. Авиакомпания Air Malta была учреждена в 1973 году по решению мальтийского парламента и осуществляет рейсы с апреля 1974 года.",https://merchantpoint.ru/brand/1
Air Malta, AIR MALTA   6436010528805,3028,no address,no coordinates," Air Malta — мальтийская авиакомпания. Базируется на Мальте, в муниципалитете Лука, в Международном аэропорту Мальты. Осуществляет рейсы по 39 направлениям в Европу и Северную Африку. Авиакомпания Air Malta была учреждена в 1973 году по решению мальтийского парламента и осуществляет рейсы с апреля 1974 года.",https://merchantpoint.ru/brand/1
Air Malta, AIR MALTA   6436012002162,3028,no address,no coordinates," Air Malta — мальтийская авиакомпания. Базируется на Мальте, в муниципалитете Лука, в Международном аэропорту Мальты. Осуществляет рейсы по 39 направлениям в Европу и Северную Африку. Авиакомпания Air Malta была учреждена в 1973 году по решению мальтийского парламента и осуществляет рейсы с апреля 1974 года.",https://merchantpoint.ru/brand/1
Air Malta, AIRMALTA64360117097529,3028,no address,no coordinates," Air Malta — мальтийская авиакомпания. Базируется на Мальте, в муниципалитете Лука, в Международном аэропорту Мальты. Осуществляет рейсы по 39 направлениям в Европу и Северную Африку. Авиакомпания Air Malta была учреждена в 1973 году по решению мальтийского парламента и осуществляет рейсы с апреля 1974 года.",https://merchantpoint.ru/brand/1
Air Malta, AIR MALTA   6436010643177,3028,no address,no coordinates," Air Malta — мальтийская авиакомпания. Базируется на Мальте, в муниципалитете Лука, в Международном аэропорту Мальты. Осуществляет рейсы по 39 направлениям в Европу и Северную Африку. Авиакомпания Air Malta была учреждена в 1973 году по решению мальтийского парламента и осуществляет рейсы с апреля 1974 года.",https://merchantpoint.ru/brand/1
Air Mauritius, Air Mauriti 2393740433807,3298,no address,no coordinates," Air Mauritius Limited, действующая как Air Mauritius, — флагманская авиакомпания Маврикия со штаб-квартирой в городе Порт-Луи, осуществляющая регулярные пассажирские перевозок по аэропортам внутри страны и за её пределами.",https://merchantpoint.ru/brand/1
Air Mauritius, Air Mauriti 2394790264234,3298,no address,no coordinates," Air Mauritius Limited, действующая как Air Mauritius, — флагманская авиакомпания Маврикия со штаб-квартирой в городе Порт-Луи, осуществляющая регулярные пассажирские перевозок по аэропортам внутри страны и за её пределами.",https://merchantpoint.ru/brand/1
Air Mauritius, Air Mauriti 2394793530018,3298,no address,no coordinates," Air Mauritius Limited, действующая как Air Mauritius, — флагманская авиакомпания Маврикия со штаб-квартирой в городе Порт-Луи, осуществляющая регулярные пассажирские перевозок по аэропортам внутри страны и за её пределами.",https://merchantpoint.ru/brand/1
Air Mauritius, Air Mauriti 2395589219827,3298,no address,no coordinates," Air Mauritius Limited, действующая как Air Mauritius, — флагманская авиакомпания Маврикия со штаб-квартирой в городе Порт-Луи, осуществляющая регулярные пассажирские перевозок по аэропортам внутри страны и за её пределами.",https://merchantpoint.ru/brand/1
Air Mauritius, Air Mauriti 2394790073699,3298,no address,no coordinates," Air Mauritius Limited, действующая как Air Mauritius, — флагманская авиакомпания Маврикия со штаб-квартирой в городе Порт-Луи, осуществляющая регулярные пассажирские перевозок по аэропортам внутри страны и за её пределами.",https://merchantpoint.ru/brand/1
Air New Zeland, AIR NEW ZEAL0862187964036,3025,no address,no coordinates," Air New Zealand Limited — Крупнейший авиаперевозчик Новой Зеландии, является национальной авиакомпанией страны. Офис компании располагается в Окленде, Новая Зеландия, а базовым аэропортом из которого осуществляются основные операции является Аэропорт Окленда.",https://merchantpoint.ru/brand/1
Air New Zeland, AIR NZ      0860862184528,3025,no address,no coordinates," Air New Zealand Limited — Крупнейший авиаперевозчик Новой Зеландии, является национальной авиакомпанией страны. Офис компании располагается в Окленде, Новая Зеландия, а базовым аэропортом из которого осуществляются основные операции является Аэропорт Окленда.",https://merchantpoint.ru/brand/1
Air New Zeland, AIR NZ      0860862190705,3025,no address,no coordinates," Air New Zealand Limited — Крупнейший авиаперевозчик Новой Зеландии, является национальной авиакомпанией страны. Офис компании располагается в Окленде, Новая Зеландия, а базовым аэропортом из которого осуществляются основные операции является Аэропорт Окленда.",https://merchantpoint.ru/brand/1
Air New Zeland, AIR NZ      0860862185255,3025,no address,no coordinates," Air New Zealand Limited — Крупнейший авиаперевозчик Новой Зеландии, является национальной авиакомпанией страны. Офис компании располагается в Окленде, Новая Зеландия, а базовым аэропортом из которого осуществляются основные операции является Аэропорт Окленда.",https://merchantpoint.ru/brand/1
Air New Zeland, AIR NZ EU IN0862186887020,3025,no address,no coordinates," Air New Zealand Limited — Крупнейший авиаперевозчик Новой Зеландии, является национальной авиакомпанией страны. Офис компании располагается в Окленде, Новая Зеландия, а базовым аэропортом из которого осуществляются основные операции является Аэропорт Окленда.",https://merchantpoint.ru/brand/1
Air Panama, AIRPANAMAWEBKIU,3267,no address,no coordinates," Air Panama - региональная авиакомпания, базирующаяся в международном аэропорту Albrook ""Marcos A. Gelabert"" в Панаме, и в настоящее время она является вторым по величине авиаперевозчиком в стране, опередив только Copa Airlines.",https://merchantpoint.ru/brand/1
Air Panama, AIR PANAMA - TR.FICO,3267,no address,no coordinates," Air Panama - региональная авиакомпания, базирующаяся в международном аэропорту Albrook ""Marcos A. Gelabert"" в Панаме, и в настоящее время она является вторым по величине авиаперевозчиком в стране, опередив только Copa Airlines.",https://merchantpoint.ru/brand/1
Air Seychelles, AIR SEYCHELL0612101201471,3266,no address,no coordinates," Air Seychelles — национальная государственная авиакомпания Сейшельских островов со штаб-квартирой в Сейшельском международном аэропорту, выполняющая регулярные коммерческие перевозки по 9 пунктам назначения на трёх континентах мира.",https://merchantpoint.ru/brand/1
Air Seychelles, AIR SEYCH0612101210426,3266,no address,no coordinates," Air Seychelles — национальная государственная авиакомпания Сейшельских островов со штаб-квартирой в Сейшельском международном аэропорту, выполняющая регулярные коммерческие перевозки по 9 пунктам назначения на трёх континентах мира.",https://merchantpoint.ru/brand/1
Air Seychelles, AIR SEYCH0612101183844,3266,no address,no coordinates," Air Seychelles — национальная государственная авиакомпания Сейшельских островов со штаб-квартирой в Сейшельском международном аэропорту, выполняющая регулярные коммерческие перевозки по 9 пунктам назначения на трёх континентах мира.",https://merchantpoint.ru/brand/1
Air Seychelles, AIR SEYCHELL0612101219219,3266,no address,no coordinates," Air Seychelles — национальная государственная авиакомпания Сейшельских островов со штаб-квартирой в Сейшельском международном аэропорту, выполняющая регулярные коммерческие перевозки по 9 пунктам назначения на трёх континентах мира.",https://merchantpoint.ru/brand/1
Air Seychelles, AIR SEYCHELL0612101105023,3266,no address,no coordinates," Air Seychelles — национальная государственная авиакомпания Сейшельских островов со штаб-квартирой в Сейшельском международном аэропорту, выполняющая регулярные коммерческие перевозки по 9 пунктам назначения на трёх континентах мира.",https://merchantpoint.ru/brand/1
Alaska Airlines, ALASKA AIR  0272138634805,3256,no address,no coordinates," Alaska Airlines — магистральная авиакомпания Соединённых Штатов Америки со штаб-квартирой в Ситэке, пригороде Сиэтла, США.",https://merchantpoint.ru/brand/1
Alaska Airlines, ALASKA AIR  0272136648895,3256,no address,no coordinates," Alaska Airlines — магистральная авиакомпания Соединённых Штатов Америки со штаб-квартирой в Ситэке, пригороде Сиэтла, США.",https://merchantpoint.ru/brand/1
Alaska Airlines, ALASKA AIR  0272121975487,3256,no address,no coordinates," Alaska Airlines — магистральная авиакомпания Соединённых Штатов Америки со штаб-квартирой в Ситэке, пригороде Сиэтла, США.",https://merchantpoint.ru/brand/1
Alaska Airlines, ALASKA AIR  0272125343161,3256,no address,no coordinates," Alaska Airlines — магистральная авиакомпания Соединённых Штатов Америки со штаб-квартирой в Ситэке, пригороде Сиэтла, США.",https://merchantpoint.ru/brand/1
Alaska Airlines, ALASKA AIR  0272140671413,3256,no address,no coordinates," Alaska Airlines — магистральная авиакомпания Соединённых Штатов Америки со штаб-квартирой в Ситэке, пригороде Сиэтла, США.",https://merchantpoint.ru/brand/1
Alitalia, ALITALIA 0552344244791,3013,no address,no coordinates," Alitália — итальянская авиакомпания, крупнейший авиаперевозчик Италии, пятый по величине в Европе. Штаб-квартира — в Риме, аэропорт Фьюмичино. Основана в 1946 году под названием Aerolinee Italiane Internazionali.",https://merchantpoint.ru/brand/1
Alitalia, 0552342766449 WWW.ALIT,3013,no address,no coordinates," Alitália — итальянская авиакомпания, крупнейший авиаперевозчик Италии, пятый по величине в Европе. Штаб-квартира — в Риме, аэропорт Фьюмичино. Основана в 1946 году под названием Aerolinee Italiane Internazionali.",https://merchantpoint.ru/brand/1
Alitalia, ALITALIA AIR0556010942566,3013,no address,no coordinates," Alitália — итальянская авиакомпания, крупнейший авиаперевозчик Италии, пятый по величине в Европе. Штаб-квартира — в Риме, аэропорт Фьюмичино. Основана в 1946 году под названием Aerolinee Italiane Internazionali.",https://merchantpoint.ru/brand/1
Alitalia, ALITALIA AIR0556010464037,3013,no address,no coordinates," Alitália — итальянская авиакомпания, крупнейший авиаперевозчик Италии, пятый по величине в Европе. Штаб-квартира — в Риме, аэропорт Фьюмичино. Основана в 1946 году под названием Aerolinee Italiane Internazionali.",https://merchantpoint.ru/brand/1
Alitalia, ALITALIA 0552345763279,3013,no address,no coordinates," Alitália — итальянская авиакомпания, крупнейший авиаперевозчик Италии, пятый по величине в Европе. Штаб-квартира — в Риме, аэропорт Фьюмичино. Основана в 1946 году под названием Aerolinee Italiane Internazionali.",https://merchantpoint.ru/brand/1
All Nippon Airways, ANA AIR     2052413293046,3161,no address,no coordinates," All Nippon Airways Co., Ltd., также известная как Дзэннику: или ANA, — японская авиакомпания, штаб-квартира которой находится в Центре Сиодомэ-Сити в Сиодомэ в Минато, Токио. ANA — вторая по размеру международная авиакомпания страны после Japan Airlines и крупнейшая авиакомпания, выполняющей внутренние рейсы",https://merchantpoint.ru/brand/1
All Nippon Airways, ANA AIR     2052411657415,3161,no address,no coordinates," All Nippon Airways Co., Ltd., также известная как Дзэннику: или ANA, — японская авиакомпания, штаб-квартира которой находится в Центре Сиодомэ-Сити в Сиодомэ в Минато, Токио. ANA — вторая по размеру международная авиакомпания страны после Japan Airlines и крупнейшая авиакомпания, выполняющей внутренние рейсы",https://merchantpoint.ru/brand/1
All Nippon Airways, ANA AIR     2052413473377,3161,no address,no coordinates," All Nippon Airways Co., Ltd., также известная как Дзэннику: или ANA, — японская авиакомпания, штаб-квартира которой находится в Центре Сиодомэ-Сити в Сиодомэ в Минато, Токио. ANA — вторая по размеру международная авиакомпания страны после Japan Airlines и крупнейшая авиакомпания, выполняющей внутренние рейсы",https://merchantpoint.ru/brand/1
All Nippon Airways, ANA AIR     2052413423674,3161,no address,no coordinates," All Nippon Airways Co., Ltd., также известная как Дзэннику: или ANA, — японская авиакомпания, штаб-квартира которой находится в Центре Сиодомэ-Сити в Сиодомэ в Минато, Токио. ANA — вторая по размеру международная авиакомпания страны после Japan Airlines и крупнейшая авиакомпания, выполняющей внутренние рейсы",https://merchantpoint.ru/brand/1
All Nippon Airways, ANA AIR     2052413360024,3161,no address,no coordinates," All Nippon Airways Co., Ltd., также известная как Дзэннику: или ANA, — японская авиакомпания, штаб-квартира которой находится в Центре Сиодомэ-Сити в Сиодомэ в Минато, Токио. ANA — вторая по размеру международная авиакомпания страны после Japan Airlines и крупнейшая авиакомпания, выполняющей внутренние рейсы",https://merchantpoint.ru/brand/1
American Airlines, AMERICAN AIR0010278517110,3001,no address,no coordinates," American Airlines, Inc. — американская авиакомпания, штаб-квартира которой расположена в городе Форт-Уэрт, штат Техас, США. Это крупнейшая авиакомпания в мире по общему количеству пассажиро-километров, размеру пассажирского флота, доходу, пассажиропотоку и количеству обслуживаемых направлений.",https://merchantpoint.ru/brand/1
American Airlines, AMERICAN AIR0012369592002,3001,no address,no coordinates," American Airlines, Inc. — американская авиакомпания, штаб-квартира которой расположена в городе Форт-Уэрт, штат Техас, США. Это крупнейшая авиакомпания в мире по общему количеству пассажиро-километров, размеру пассажирского флота, доходу, пассажиропотоку и количеству обслуживаемых направлений.",https://merchantpoint.ru/brand/1
American Airlines, AMERICAN AIR0010269744668,3001,no address,no coordinates," American Airlines, Inc. — американская авиакомпания, штаб-квартира которой расположена в городе Форт-Уэрт, штат Техас, США. Это крупнейшая авиакомпания в мире по общему количеству пассажиро-километров, размеру пассажирского флота, доходу, пассажиропотоку и количеству обслуживаемых направлений.",https://merchantpoint.ru/brand/1
American Airlines, AMERICAN AIR0017334912152,3001,no address,no coordinates," American Airlines, Inc. — американская авиакомпания, штаб-квартира которой расположена в городе Форт-Уэрт, штат Техас, США. Это крупнейшая авиакомпания в мире по общему количеству пассажиро-километров, размеру пассажирского флота, доходу, пассажиропотоку и количеству обслуживаемых направлений.",https://merchantpoint.ru/brand/1
American Airlines, AMERICAN AIR0012386528185,3001,no address,no coordinates," American Airlines, Inc. — американская авиакомпания, штаб-квартира которой расположена в городе Форт-Уэрт, штат Техас, США. Это крупнейшая авиакомпания в мире по общему количеству пассажиро-километров, размеру пассажирского флота, доходу, пассажиропотоку и количеству обслуживаемых направлений.",https://merchantpoint.ru/brand/1
Asiana Airlines, ASIANAAIR 9889882454413,3098,no address,no coordinates," Asiana Airlines, — южнокорейская авиакомпания, выполняющая рейсы по 14 внутренним и 90 международным направлениям в 21 страну, член глобального авиационного альянса пассажирских перевозок Star Alliance.",https://merchantpoint.ru/brand/1
Asiana Airlines, ASIANAAIR 9889882479153,3098,no address,no coordinates," Asiana Airlines, — южнокорейская авиакомпания, выполняющая рейсы по 14 внутренним и 90 международным направлениям в 21 страну, член глобального авиационного альянса пассажирских перевозок Star Alliance.",https://merchantpoint.ru/brand/1
Asiana Airlines, ASIANA      0988247860225,3098,no address,no coordinates," Asiana Airlines, — южнокорейская авиакомпания, выполняющая рейсы по 14 внутренним и 90 международным направлениям в 21 страну, член глобального авиационного альянса пассажирских перевозок Star Alliance.",https://merchantpoint.ru/brand/1
Asiana Airlines, ASIANA AIRL 9887239426382,3098,no address,no coordinates," Asiana Airlines, — южнокорейская авиакомпания, выполняющая рейсы по 14 внутренним и 90 международным направлениям в 21 страну, член глобального авиационного альянса пассажирских перевозок Star Alliance.",https://merchantpoint.ru/brand/1
Asiana Airlines, ASIANAAIR 9889882479165,3098,no address,no coordinates," Asiana Airlines, — южнокорейская авиакомпания, выполняющая рейсы по 14 внутренним и 90 международным направлениям в 21 страну, член глобального авиационного альянса пассажирских перевозок Star Alliance.",https://merchantpoint.ru/brand/1
Avianca, AVIANCA     32658883,3039,no address,no coordinates, Avianca — частная акционерная латиноамериканская авиакомпания со штаб-квартирой в Боготе. Портом приписки авиакомпании и её главным транзитным узлом является международный аэропорт Боготы «Эльдорадо».,https://merchantpoint.ru/brand/1
Avianca, AVIANCASITEB2C*KMWLM31,3039,no address,no coordinates, Avianca — частная акционерная латиноамериканская авиакомпания со штаб-квартирой в Боготе. Портом приписки авиакомпании и её главным транзитным узлом является международный аэропорт Боготы «Эльдорадо».,https://merchantpoint.ru/brand/1
Avianca, AVIANCA AIR 1342492652420,3039,no address,no coordinates, Avianca — частная акционерная латиноамериканская авиакомпания со штаб-квартирой в Боготе. Портом приписки авиакомпании и её главным транзитным узлом является международный аэропорт Боготы «Эльдорадо».,https://merchantpoint.ru/brand/1
Avianca, AVIANCASITEB2C*PT23R31,3039,no address,no coordinates, Avianca — частная акционерная латиноамериканская авиакомпания со штаб-квартирой в Боготе. Портом приписки авиакомпании и её главным транзитным узлом является международный аэропорт Боготы «Эльдорадо».,https://merchantpoint.ru/brand/1
Avianca, Avianca Aeropuerto Er0,3039,no address,no coordinates, Avianca — частная акционерная латиноамериканская авиакомпания со штаб-квартирой в Боготе. Портом приписки авиакомпании и её главным транзитным узлом является международный аэропорт Боготы «Эльдорадо».,https://merchantpoint.ru/brand/1
Bahamasair, Bahamasair  1115074460639,4511,no address,no coordinates, Авиакомпания.,https://merchantpoint.ru/brand/1
Bahamasair, Bahamasair  1115074460638,4511,no address,no coordinates, Авиакомпания.,https://merchantpoint.ru/brand/1
Bahamasair, Bahamasair  1115074460640,4511,no address,no coordinates, Авиакомпания.,https://merchantpoint.ru/brand/1
Bahamasair, Bahamasair  1115074460641,4511,no address,no coordinates, Авиакомпания.,https://merchantpoint.ru/brand/1
Bahamasair, BAHAMASA,3240,no address,no coordinates, Авиакомпания.,https://merchantpoint.ru/brand/1
British Midland Airways, BRITISH A   1258795397056,3005,no address,no coordinates," British Airways plc — крупнейшая авиакомпания и национальный авиаперевозчик Великобритании, одна из крупнейших в Европе. Основные пересадочные узлы — Хитроу и Гатвик. British Airways обладает лицензией типа А, то есть имеет право на перевозки пассажиров, грузов и почты на самолётах с 20 и более пассажирскими креслами.",https://merchantpoint.ru/brand/1
